ORF,Ribo_Prints,RNA_Prints,length
NM_001308105,1,0,3349
NM_001308108,1,0,2657
NM_001308110,47,20,1550
NM_001308112,4,4,6680
NM_001308114,126,64,2161
NM_001308115,135,62,2398
NM_001308116,35,35,12687
NM_001308119,2,2,2498
NM_001308120,9,10,6424
NM_001308121,2,0,2447
NM_001308122,30,26,3352
NM_001308123,133,49,940
NM_001308127,4,2,2274
NM_001308128,3,2,2016
NM_001308129,4,0,1974
NM_001308130,9,3,2206
NM_001308133,26,18,7044
NM_001308134,15,6,2124
NM_001308135,8,2,1190
NM_001308136,12,3,1158
NM_001308137,10,4,1137
NM_001308138,10,3,1255
NM_001308139,10,9,1249
NM_001308140,5,7,1242
NM_001308141,8,2,1215
NM_001308142,57,15,8815
NM_001308143,14,18,6473
NM_001308147,137,54,4639
NM_001308150,19,14,1470
NM_001308151,2,4,1071
NM_001308152,19,14,5484
NM_001308153,21,11,5687
NM_001308154,12,18,3260
NM_001308155,105,32,4243
NM_001308157,8,3,2926
NM_001308159,4,4,4474
NM_001308160,65,57,12586
NM_001308161,81,2381,4553
NM_001308162,4,3,2592
NM_001308163,1,1,2487
NM_001308164,84,28,3524
NM_001308166,65,22,2147
NM_001308170,151,50,3512
NM_001308171,2,0,2308
NM_001308173,6,6,3176
NM_001308174,1,0,2006
NM_001308175,32,5,1557
NM_001308176,159,51,3855
NM_001308177,16,2,5868
NM_001308178,7,0,5694
NM_001308185,57,26,2004
NM_001308189,11,12,8399
NM_001308191,9,6,8375
NM_001308192,5,6,6028
NM_001308193,8,0,5977
NM_001308195,130,9,3372
NM_001308196,92,10,3580
NM_001308197,135,68,4358
NM_001308200,26,2,1828
NM_001308201,177,50,3411
NM_001308204,57,68,4184
NM_001308205,49,69,4208
NM_001308207,39,16,5050
NM_001308208,50,9,4703
NM_001308210,47,7,4891
NM_001308211,70,41,1744
NM_001308213,22,9,2829
NM_001308214,15,19,4231
NM_001308215,24,15,4141
NM_001308216,18,15,3902
NM_001308218,15,19,4033
NM_001308219,9,9,2329
NM_001308220,1,3,3464
NM_001308221,15,16,3799
NM_001308223,2,1,2226
NM_001308225,17,13,4930
NM_001308226,3811,1306,626
NM_001308229,14,20,1825
NM_001308230,204,11,3879
NM_001308231,21,1,2060
NM_001308232,4,0,906
NM_001308235,2,0,1950
NM_001308236,1,0,1773
NM_001308237,49,32,4948
NM_001308238,2,3,3262
NM_001308240,178,68,1100
NM_001308242,1,0,3000
NM_001308243,5,0,2928
NM_001308244,60,11,2220
NM_001308245,4,0,1626
NM_001308248,26,26,7436
NM_001308251,12,8,2240
NM_001308253,94,38,4984
NM_001308256,77,14,1905
NM_001308257,45,6,1793
NM_001308258,69,16,3634
NM_001308263,15,8,4152
NM_001308264,49,8,4318
NM_001308269,64,7,1675
NM_001308273,6,0,1970
NM_001308277,3,1,2027
NM_001308279,5,3,3613
NM_001308287,31,11,3313
NM_001308293,121,38,3192
NM_001308294,40,51,1971
NM_001308295,35,24,2967
NM_001308301,9,26,7179
NM_001308304,171,50,2203
NM_001308305,151,58,2675
NM_001308312,61,26,2792
NM_001308315,5,1,3137
NM_001308316,5,4,3128
NM_001308317,52,27,4249
NM_001308319,29,33,11465
NM_001308320,1,19,4465
NM_001308321,1,14,4170
NM_001308325,19,10,2482
NM_001308326,54,12,746
NM_001308330,5,6,9293
NM_001308334,17,10,6786
NM_001308339,45,21,9461
NM_001308340,57,44,6322
NM_001308341,1,0,1908
NM_001308347,116,43,2143
NM_001308350,6,0,5017
NM_001308353,37,17,974
NM_001308358,106,39,2066
NM_001308363,149,13,3424
NM_001308366,29,5431,7054
NM_001308370,24,9,3610
NM_001308373,608,272,1792
NM_001308375,16,14,2879
NM_001308379,2,1,1779
NM_001308380,68,24,1017
NM_001308381,134,70,2643
NM_001308382,34,30,1636
NM_001308383,39,14,924
NM_001308384,41,23,4130
NM_001308388,2,0,1769
NM_001308390,1,0,5312
NM_001308393,343,118,883
NM_001308395,81,9,2069
NM_001308396,195,69,845
NM_001308401,7,10,3595
NM_001308402,68,33,2587
NM_001308418,5,4,3181
NM_001308419,4,0,545
NM_001308420,41,21,1885
NM_001308421,12,5,1015
NM_001308422,11,2,972
NM_001308423,7,4,948
NM_001308424,16,17,4639
NM_001308426,13,14,3221
NM_001308427,14,14,3030
NM_001308428,16,9,3021
NM_001308429,16,5,1276
NM_001308430,14,20,2964
NM_001308431,9,13,3181
NM_001308433,18,19,2981
NM_001308434,14,8,3124
NM_001308435,9,16,3020
NM_001308440,3,1,3499
NM_001308445,229,140,6157
NM_001308491,1,0,2294
NM_001308632,514,212,3473
NM_001308824,66,16,2140
NM_001308963,18,31,839
NM_001309192,39,16,10862
NM_001309193,40,28,10943
NM_001309242,14,6,9539
NM_001309431,100,146,4090
NM_001309434,649,199,1180
NM_001309443,13,6,3587
NM_001309444,18,6,3588
NM_001309448,17,21,4263
NM_001309450,21,14,4165
NM_001309451,34,15,4260
NM_001309452,40,12,4406
NM_001309474,3,5,1681
NM_001309840,484,88,1642
NM_001309842,547,82,1232
NM_001309861,389,65,1687
NM_001309883,4,0,3180
NM_001310,54,45,3813
NM_001310121,86,1,3983
NM_001310123,83,2,3745
NM_001310124,8,1,2754
NM_001310127,2,1,2487
NM_001310135,1,2,6900
NM_001310136,9,4,1299
NM_001310137,117,15,3497
NM_001310138,1,0,655
NM_001310148,170,19,4049
NM_001310153,22,4,1672
NM_001310154,67,24,8072
NM_001310156,3,0,2155
NM_001310158,3,3,6963
NM_001310159,3,3,1393
NM_001310160,3,2,8177
NM_001310161,2,3,6729
NM_001310213,27,24,7700
NM_001310219,1,0,882
NM_001310315,608,216,1752
NM_001310319,104,53,1894
NM_001310320,139,47,2079
NM_001310321,127,65,2138
NM_001310326,341,67,912
NM_001310327,84,64,7535
NM_001310332,49,12,3212
NM_001310338,60,35,2403
NM_001310339,48,16,2005
NM_001311160,1,0,2929
NM_001311168,327,190,686
NM_001311175,4,10,2004
NM_001311178,7,7,4081
NM_001311179,3,5,2419
NM_001311193,27,11,2748
NM_001311198,313,239,2015
NM_001311199,144,19,976
NM_001311200,107,37,1271
NM_001311201,110,32,1199
NM_001311202,101,27,1163
NM_001311203,45,37,873
NM_001311204,57,23,1080
NM_001311205,46,20,1026
NM_001311206,76,31,1108
NM_001311255,8,2,3876
NM_001311256,4,4,3788
NM_001311311,439,152,1138
NM_001311312,89,20,646
NM_001311313,79,38,3942
NM_001311345,92,48,3684
NM_001312,9,1,1232
NM_001312646,9,29,5060
NM_001312647,71,34,5155
NM_001312648,83,23,5149
NM_001312653,5587,1013,498
NM_001312654,6,2,12561
NM_001312656,71,32,2590
NM_001312660,131,36,1521
NM_001312673,24,12,2195
NM_001312675,1,0,1526
NM_001312686,67,34,4648
NM_001312689,9,9,2842
NM_001312691,4,3,2056
NM_001312692,5,2,1888
NM_001312871,7,6,2511
NM_001312872,2,7,2519
NM_001312873,5,3,2348
NM_001312874,5,6,2479
NM_001312891,70,28,2231
NM_001312911,1,0,3687
NM_001312919,10,2,2126
NM_001312920,1,3,3116
NM_001312921,10,5,2239
NM_001313,16,16,3065
NM_001313692,66,28,870
NM_001313741,2,2,9349
NM_001313858,173,127,2333
NM_001315,184,115,4353
NM_001316,1528,392,3627
NM_001319,717,220,2904
NM_001320,358,59,1132
NM_001321,135,57,923
NM_001324,198,68,2323
NM_001325,137,33,2016
NM_001326,243,53,2823
NM_001328,469,333,2288
NM_001329,397,88,3428
NM_001330,10,17,1664
NM_001331,16,13,6269
NM_001332,15,0,5479
NM_001333,86,33,4527
NM_001336,2,1,1500
NM_001337,1,0,3108
NM_001338,162,77,5741
NM_001340,1,0,2171
NM_001343,21,6,4601
NM_001344,669,153,697
NM_001345,24,5,2727
NM_001347,89,45,4643
NM_001348,250,113,2310
NM_001349,343,96,3157
NM_001350,86,35,2612
NM_001352,144,39,1811
NM_001355,869,263,671
NM_001356,757,177,5502
NM_001357,926,340,4536
NM_001358,639,176,3015
NM_001359,63,16,1251
NM_001360,694,320,2665
NM_001361,85,26,2427
NM_001362,1,1,2102
NM_001363,91,41,2591
NM_001365,15,10,4322
NM_001369,2,0,15573
NM_001370,9,3,12795
NM_001372,6,0,13750
NM_001373,165,71,13788
NM_001374,3,1,1326
NM_001375,317,145,2008
NM_001376,763,162,14340
NM_001377,329,89,13678
NM_001378,59,11,4414
NM_001379,1237,226,5352
NM_001380,139,42,6797
NM_001381,27,22,2253
NM_001382,367,82,2142
NM_001383,519,194,2195
NM_001384,169,108,2497
NM_001385,1,0,2123
NM_001386,247,39,4621
NM_001388,279,95,1997
NM_001389,11,0,7109
NM_001390,14,4,6343
NM_001391,10,2,4367
NM_001392,10,7,1733
NM_001394,25,1,5621
NM_001395,280,95,2380
NM_001396,81,92,5212
NM_001397,180,53,5096
NM_001398,548,68,1263
NM_001399,16,18,5280
NM_001400,14,13,3050
NM_001401,68,22,3090
NM_001402,15166,17455,3512
NM_001404,4536,4851,1538
NM_001405,25,27,2142
NM_001406,100,43,3219
NM_001407,201,44,11962
NM_001408,271,50,10540
NM_001409,13,8,7439
NM_001410,655,222,10966
NM_001412,459,286,4431
NM_001414,308,63,1870
NM_001415,808,593,3465
NM_001416,6573,2667,1877
NM_001417,289,613,4048
NM_001418,930,1148,3911
NM_001419,689,137,6058
NM_001421,126,84,4178
NM_001422,1,0,2319
NM_001424,193,112,5215
NM_001425,316,54,829
NM_001426,57,1,2962
NM_001427,269,115,3395
NM_001428,9332,3045,2187
NM_001429,394,49,8761
NM_001430,139,41,5166
NM_001431,420,89,4456
NM_001432,7,4,4628
NM_001433,47,20,4005
NM_001436,1523,523,1165
NM_001438,1,1,5243
NM_001439,15,8,3217
NM_001440,118,158,6340
NM_001441,3,2,2095
NM_001444,141,52,731
NM_001447,1,0,14536
NM_001448,195,21,3714
NM_001449,152,47,2506
NM_001450,98,13,1704
NM_001451,70,24,2562
NM_001452,339,47,2187
NM_001453,1002,234,3449
NM_001454,2,0,2640
NM_001455,362,177,7341
NM_001456,2921,749,8486
NM_001457,705,272,9467
NM_001458,420,101,9138
NM_001459,3,0,1056
NM_001461,1,0,2630
NM_001466,191,99,3819
NM_001467,314,258,2102
NM_001469,2004,628,2261
NM_001470,26,6,4537
NM_001478,91,43,2920
NM_001481,20,45,3185
NM_001483,179,129,2004
NM_001485,17,3,1763
NM_001487,344,131,578
NM_001488,80,45,1840
NM_001489,77,75,7049
NM_001490,28,33,5596
NM_001492,245,58,2564
NM_001493,834,320,2481
NM_001494,549,256,2412
NM_001496,5,6,1931
NM_001497,231,86,4199
NM_001498,116,17,3812
NM_001499,306,171,2257
NM_001500,142,42,1700
NM_001502,2,2,3444
NM_001503,24,17,5832
NM_001505,6,3,2847
NM_001507,6,1,1239
NM_001510,3,1,5339
NM_001512,91,39,1341
NM_001514,116,45,1645
NM_001515,220,85,1951
NM_001516,188,169,3417
NM_001517,155,35,1716
NM_001518,88,29,4445
NM_001519,52,8,3662
NM_001520,780,228,7107
NM_001521,445,254,3958
NM_001522,1,0,3698
NM_001523,4,0,2111
NM_001527,999,249,6656
NM_001528,1,0,2113
NM_001530,162,22,4059
NM_001531,30,21,7860
NM_001532,81,10,2515
NM_001533,2919,654,2115
NM_001535,30,35,2324
NM_001536,1307,494,1450
NM_001537,218,315,1989
NM_001538,22,4,2514
NM_001539,705,198,1538
NM_001540,944,134,897
NM_001541,1,0,841
NM_001542,120,102,7189
NM_001543,98,70,8030
NM_001544,27,18,1342
NM_001545,86,52,900
NM_001546,377,153,3876
NM_001548,10,5,4379
NM_001550,171,438,3301
NM_001551,76,89,1660
NM_001552,19,5,2236
NM_001553,48,3,1129
NM_001554,84,9,2293
NM_001555,13,0,4581
NM_001556,23,2,4131
NM_001557,6,0,2870
NM_001558,5,2,3657
NM_001559,2,1,4040
NM_001560,58,70,4006
NM_001561,5,15,5993
NM_001562,1,5,1147
NM_001564,25,9,2465
NM_001566,124,45,3323
NM_001567,500,240,4715
NM_001568,606,451,1508
NM_001569,780,748,3571
NM_001570,37,22,3469
NM_001571,77,24,1616
NM_001572,8,5,1972
NM_001584,5,2,2402
NM_001587,212,81,5130
NM_001604,4,1,6910
NM_001605,1491,415,3344
NM_001606,278,70,8154
NM_001607,166,90,1819
NM_001608,9,3,2490
NM_001609,72,35,5941
NM_001610,44,13,2144
NM_001612,1,0,1175
NM_001613,37,8,1399
NM_001614,14750,2121,1986
NM_001615,18,0,1331
NM_001616,46,30,5253
NM_001617,163,118,4033
NM_001618,3175,1163,3985
NM_001619,422,224,3444
NM_001620,177,120,18815
NM_001621,55,15,6247
NM_001624,11,6,7542
NM_001625,1014,448,2759
NM_001626,338,269,5300
NM_001627,269,106,4910
NM_001628,1597,412,1398
NM_001631,2,0,3274
NM_001632,3,5,2971
NM_001634,145,243,3423
NM_001635,32,16,3426
NM_001636,3023,2913,1484
NM_001638,8,2,1689
NM_001640,622,220,2758
NM_001641,604,197,1553
NM_001642,405,68,3812
NM_001645,78,63,461
NM_001647,1,0,1130
NM_001649,8,1,7445
NM_001650,1,0,5202
NM_001652,8,18,2654
NM_001654,261,46,2496
NM_001655,544,253,4015
NM_001656,46,13,3900
NM_001657,3,2,1276
NM_001658,2870,1737,1888
NM_001659,760,355,3537
NM_001660,622,165,1740
NM_001661,47,27,1585
NM_001662,587,451,1096
NM_001663,414,111,3939
NM_001664,1546,656,1921
NM_001665,128,40,1319
NM_001666,3,6,3252
NM_001667,460,263,980
NM_001668,268,75,4887
NM_001669,2,2,5183
NM_001670,79,36,4036
NM_001671,13,2,1503
NM_001673,360,83,2079
NM_001674,120,7,2075
NM_001675,830,1640,2027
NM_001676,2,0,3716
NM_001677,128,31,2200
NM_001678,60,8,3378
NM_001679,697,179,1853
NM_001681,906,102,4344
NM_001682,156,29,6779
NM_001683,1,1,8827
NM_001684,113,141,8742
NM_001685,509,93,1160
NM_001686,5391,1857,1843
NM_001687,829,221,996
NM_001688,1410,332,2101
NM_001689,1671,1605,2639
NM_001690,717,208,4593
NM_001692,4,0,1939
NM_001693,192,87,3044
NM_001694,1490,42,1180
NM_001695,88,92,5704
NM_001696,280,99,1405
NM_001697,1150,395,806
NM_001698,17,6,1588
NM_001699,1,1,4715
NM_001700,2,0,912
NM_001702,15,2,5528
NM_001704,13,3,5637
NM_001706,30,6,3567
NM_001707,65,64,1711
NM_001709,3,0,4016
NM_001710,1,0,2627
NM_001711,2,1,2444
NM_001712,1,0,3519
NM_001714,14,9,3589
NM_001715,2,0,2590
NM_001717,3,2,4612
NM_001718,27,21,3105
NM_001719,289,144,4031
NM_001720,88,46,3773
NM_001722,191,43,1929
NM_001723,20,14,8998
NM_001724,30,58,1784
NM_001728,3626,1509,2088
NM_001730,154,44,3566
NM_001731,112,87,4680
NM_001732,2,0,2851
NM_001733,12,1,2266
NM_001734,1,0,2723
NM_001736,5,5,2341
NM_001743,109,46,1324
NM_001744,25,10,2241
NM_001745,118,130,2242
NM_001746,2057,1016,4950
NM_001747,28,22,1586
NM_001748,374,216,3488
NM_001749,433,202,1568
NM_001751,263,148,2523
NM_001752,168,62,2300
NM_001753,34,18,2713
NM_001754,14,2,5967
NM_001755,209,115,3133
NM_001756,3,0,1492
NM_001757,567,161,1321
NM_001759,548,271,6522
NM_001760,144,43,2085
NM_001761,336,143,4287
NM_001762,1407,570,2664
NM_001766,2,42,3783
NM_001769,258,61,1314
NM_001770,17,4,1955
NM_001775,1,0,1491
NM_001776,4,3,12740
NM_001777,175,65,5346
NM_001779,16,3,1153
NM_001780,226,78,1032
NM_001782,5,1,1548
NM_001783,2,2,1258
NM_001784,94,12,3213
NM_001785,8,0,959
NM_001786,456,114,1913
NM_001787,30,2,3073
NM_001788,184,102,4348
NM_001789,400,193,3706
NM_001790,94,39,2170
NM_001791,719,371,2168
NM_001792,195,57,4335
NM_001793,5,4,4276
NM_001794,16,1,6511
NM_001795,1,1,4128
NM_001798,562,235,2301
NM_001799,51,29,1517
NM_001800,46,15,1399
NM_001801,9,6,1614
NM_001802,59,48,2702
NM_001804,1,0,1772
NM_001806,102,130,3770
NM_001807,19,0,2386
NM_001809,121,70,1429
NM_001810,501,318,2840
NM_001812,53,23,3349
NM_001813,82,38,8612
NM_001814,224,45,1907
NM_001816,8,9,2303
NM_001821,52,105,7066
NM_001822,15,25,2523
NM_001823,8297,1718,1458
NM_001824,1,0,1658
NM_001825,2,0,1642
NM_001826,506,201,816
NM_001827,733,217,616
NM_001829,139,118,6206
NM_001831,78,21,2860
NM_001833,91,32,1146
NM_001834,278,118,1161
NM_001835,80,37,5343
NM_001836,1,0,935
NM_001839,605,155,2112
NM_001842,22,6,1941
NM_001843,51,22,5660
NM_001844,283,78,5087
NM_001845,221,47,6545
NM_001846,462,123,6263
NM_001847,66,36,6595
NM_001848,787,104,4225
NM_001849,389,71,3439
NM_001850,1,0,3091
NM_001851,1,0,3782
NM_001852,11,2,2831
NM_001853,26,6,2485
NM_001855,6,0,5422
NM_001856,2,4,5584
NM_001858,7,0,8725
NM_001859,176,124,4778
NM_001860,13,14,1774
NM_001861,1660,509,824
NM_001862,1340,308,505
NM_001863,772,340,590
NM_001864,7,0,762
NM_001865,848,310,701
NM_001866,942,257,456
NM_001867,2891,553,407
NM_001871,1,0,1460
NM_001873,250,110,2428
NM_001874,18,33,6668
NM_001875,89,78,5760
NM_001876,181,82,5253
NM_001877,19,6,3993
NM_001878,68,2,1056
NM_001879,1,1,6476
NM_001880,3,3,4176
NM_001881,11,3,1289
NM_001883,8,0,2998
NM_001888,14,2,1559
NM_001889,84,30,2264
NM_001892,436,203,2561
NM_001893,681,73,3705
NM_001894,941,528,2642
NM_001895,263,215,2719
NM_001896,212,41,1658
NM_001897,40,13,8290
NM_001900,3,0,749
NM_001901,10,2,2343
NM_001902,272,58,2140
NM_001903,783,58,3783
NM_001904,3210,656,3720
NM_001905,245,51,3237
NM_001906,1,0,872
NM_001907,4,1,1182
NM_001908,337,150,3782
NM_001909,981,303,2123
NM_001910,2,0,2228
NM_001912,150,64,1714
NM_001913,28,31,3032
NM_001914,120,33,862
NM_001915,81,49,2984
NM_001916,1114,488,1234
NM_001918,107,74,10815
NM_001919,555,281,1051
NM_001921,42,55,2019
NM_001923,2070,797,4356
NM_001924,136,32,1380
NM_001926,1,0,468
NM_001927,6,1,2248
NM_001928,152,52,1159
NM_001930,283,140,1352
NM_001931,496,143,4346
NM_001932,29,14,2835
NM_001933,448,161,2842
NM_001934,3,7,1763
NM_001935,4,9,3900
NM_001936,1,0,4505
NM_001938,412,234,3208
NM_001939,7,3,7118
NM_001940,470,31,4344
NM_001941,231,53,7656
NM_001943,820,267,5653
NM_001944,18,29,5551
NM_001945,14,2,2358
NM_001947,141,114,3233
NM_001948,353,87,1874
NM_001949,228,85,5009
NM_001950,180,232,2100
NM_001951,123,44,1734
NM_001953,7,0,1659
NM_001954,19,4,3824
NM_001957,32,4,4150
NM_001958,787,61,2007
NM_001959,1052,875,1110
NM_001960,224,56,1276
NM_001961,12778,8872,3158
NM_001962,107,9,5335
NM_001963,2,1,5583
NM_001964,25,0,3136
NM_001965,1,2,2373
NM_001966,34,21,3850
NM_001967,260,224,1890
NM_001968,261,109,4749
NM_001969,466,228,5944
NM_001970,4847,2193,1355
NM_001973,75,33,11149
NM_001975,253,33,2423
NM_001976,40,9,1527
NM_001977,5,3,4995
NM_001978,21,0,2805
NM_001979,35,14,2275
NM_001980,32,83,3339
NM_001981,112,106,5220
NM_001982,33,30,5757
NM_001983,280,100,3382
NM_001984,753,156,1192
NM_001985,411,106,916
NM_001986,5,0,2259
NM_001987,15,10,5978
NM_001988,2,0,6587
NM_001989,1,0,3104
NM_001990,162,112,6026
NM_001991,79,82,4646
NM_001992,84,40,3820
NM_001993,11,9,2393
NM_001995,131,20,3858
NM_001996,375,53,2295
NM_001997,3763,1069,575
NM_001998,9,5,4183
NM_001999,335,112,10724
NM_002000,5,4,2618
NM_002004,727,225,1536
NM_002006,46,28,6774
NM_002007,1,0,1220
NM_002010,8,1,4530
NM_002011,122,70,3090
NM_002012,16,6,1090
NM_002013,360,112,1347
NM_002014,1359,531,3741
NM_002015,145,26,5738
NM_002016,2,0,12747
NM_002018,663,315,4357
NM_002019,57,10,7123
NM_002020,255,96,4504
NM_002022,10,2,2303
NM_002024,47,14,4411
NM_002025,6,1,13746
NM_002026,49,12,8433
NM_002027,137,48,1695
NM_002028,89,23,2819
NM_002031,2,5,2849
NM_002032,732,393,1229
NM_002033,70,32,6048
NM_002035,118,51,5198
NM_002037,249,86,3628
NM_002038,175,24,836
NM_002039,46,3,7820
NM_002040,133,75,5180
NM_002041,53,24,1647
NM_002043,2,0,2081
NM_002044,35,20,3330
NM_002045,8,4,1708
NM_002046,15218,7002,1401
NM_002047,915,303,2749
NM_002048,280,172,2828
NM_002051,68,0,3067
NM_002052,50,13,3467
NM_002053,1,0,3050
NM_002055,10,3,3086
NM_002056,139,53,8649
NM_002061,125,38,5050
NM_002062,2,0,3123
NM_002064,46,16,1647
NM_002065,1279,538,8331
NM_002067,308,59,4145
NM_002068,12,0,2294
NM_002069,77,27,3318
NM_002070,121,41,2258
NM_002072,38,48,6343
NM_002073,71,51,3208
NM_002074,1101,641,3194
NM_002075,11,1,1730
NM_002076,316,150,5128
NM_002077,30,24,4882
NM_002078,108,58,7886
NM_002079,264,76,2127
NM_002080,1329,297,2462
NM_002081,170,60,3686
NM_002082,325,252,2952
NM_002083,1,0,1088
NM_002084,106,84,1761
NM_002085,674,545,929
NM_002086,377,174,3303
NM_002087,1356,377,2346
NM_002088,4,0,3533
NM_002089,2,0,1203
NM_002090,1,0,1153
NM_002091,1,0,847
NM_002092,463,157,6631
NM_002093,124,105,7118
NM_002094,918,300,7153
NM_002095,59,22,1536
NM_002096,340,147,2551
NM_002097,225,139,1404
NM_002098,18,15,2270
NM_002101,23,29,1249
NM_002103,293,103,3618
NM_002105,3188,661,1593
NM_002106,3583,1106,947
NM_002107,5095,621,1062
NM_002109,95,34,2306
NM_002111,614,190,13646
NM_002114,44,39,8874
NM_002115,1,0,3068
NM_002116,695,311,1611
NM_002117,1701,555,1586
NM_002118,41,14,1397
NM_002119,82,34,3484
NM_002120,3,1,1372
NM_002121,7,9,4055
NM_002123,71,41,1640
NM_002124,16,6,1216
NM_002125,2,6,1168
NM_002126,13,6,5599
NM_002127,75,7,1578
NM_002128,1969,491,3426
NM_002129,1521,345,1527
NM_002130,378,89,5391
NM_002131,468,82,1960
NM_002133,193,66,1590
NM_002134,20,18,1731
NM_002135,62,42,2679
NM_002136,3334,2082,1769
NM_002137,4112,844,3666
NM_002138,1192,61,2110
NM_002139,1054,345,2081
NM_002140,5162,924,2978
NM_002141,19,10,1728
NM_002143,7,2,1406
NM_002145,57,11,1602
NM_002146,138,49,3618
NM_002147,27,4,1821
NM_002148,38,28,1804
NM_002149,132,23,1762
NM_002154,886,191,3385
NM_002155,3,0,2358
NM_002156,3391,998,2321
NM_002157,671,177,953
NM_002158,41,22,5463
NM_002160,8,30,8600
NM_002161,1572,603,4541
NM_002162,9,14,1780
NM_002163,22,10,2661
NM_002164,9,15,1931
NM_002165,54,11,993
NM_002166,714,173,1364
NM_002167,339,82,1239
NM_002168,362,177,1810
NM_002178,9,0,966
NM_002180,117,32,3954
NM_002181,1,0,2072
NM_002182,6,6,4784
NM_002184,71,83,9055
NM_002186,16,4,2153
NM_002187,2,1,2347
NM_002188,1,0,1282
NM_002189,8,18,1647
NM_002190,2,0,1859
NM_002191,2,1,1431
NM_002193,4,7,3203
NM_002194,42,11,2019
NM_002196,67,19,2828
NM_002197,210,90,3548
NM_002198,50,93,3554
NM_002199,2,9,2286
NM_002201,1,0,1717
NM_002202,81,15,2717
NM_002203,16,8,7869
NM_002204,45,6,5027
NM_002205,133,89,4250
NM_002206,35,4,4122
NM_002207,43,1,3962
NM_002208,49,45,3861
NM_002209,2,9,5209
NM_002210,181,69,7033
NM_002211,241,165,3870
NM_002212,230,88,1125
NM_002213,99,81,4380
NM_002214,6,7,8777
NM_002218,7,2,3283
NM_002220,18,17,1849
NM_002221,24,14,6162
NM_002222,34,27,10053
NM_002223,102,32,12583
NM_002224,205,51,9031
NM_002225,179,129,4665
NM_002226,305,60,5835
NM_002227,237,103,5053
NM_002228,1504,459,3323
NM_002229,155,29,1816
NM_002230,565,95,3508
NM_002231,45,15,1691
NM_002232,4,1,2582
NM_002234,1,0,2870
NM_002236,1,1,2289
NM_002237,148,62,2220
NM_002238,1,0,8025
NM_002239,2,9,4740
NM_002245,52,32,2161
NM_002246,44,13,3978
NM_002248,25,5,2657
NM_002249,11,10,13020
NM_002250,1,0,2240
NM_002251,1,0,4539
NM_002252,2,8,2351
NM_002253,1,19,6055
NM_002254,79,34,5431
NM_002260,1,0,1213
NM_002262,2,2,3258
NM_002263,1113,321,2704
NM_002264,256,111,6889
NM_002265,1814,439,4272
NM_002266,2004,396,1980
NM_002267,209,48,4474
NM_002268,183,98,8981
NM_002269,54,27,2158
NM_002270,585,177,8559
NM_002271,1017,892,6002
NM_002273,114,60,1796
NM_002275,4,0,1840
NM_002278,1,0,2005
NM_002282,16,0,1875
NM_002283,21,0,2491
NM_002284,37,0,2091
NM_002285,67,17,8137
NM_002286,1,1,1992
NM_002287,8,4,2818
NM_002288,1,0,702
NM_002290,29,24,7355
NM_002291,271,70,5846
NM_002292,343,123,5808
NM_002293,852,354,7889
NM_002294,624,82,6588
NM_002295,3372,5605,1170
NM_002296,921,272,3823
NM_002299,1,1,6274
NM_002300,3486,1160,1317
NM_002301,27,5,1284
NM_002303,20,7,4161
NM_002304,4,4,2058
NM_002305,30,9,558
NM_002306,46,3,1000
NM_002309,3,4,3969
NM_002310,53,47,10090
NM_002311,198,104,3103
NM_002312,6,2,4098
NM_002313,47,155,7586
NM_002314,119,38,3382
NM_002315,9,3,1299
NM_002316,65,13,5776
NM_002317,41,5,5177
NM_002318,41,6,3810
NM_002319,110,51,3236
NM_002332,422,42,14888
NM_002333,350,163,3698
NM_002334,54,30,8227
NM_002335,258,60,5159
NM_002336,73,105,10083
NM_002337,514,275,10536
NM_002338,11,1,9478
NM_002339,2,0,1699
NM_002340,399,145,4258
NM_002341,1,0,893
NM_002344,30,0,3127
NM_002345,1,1,2116
NM_002346,434,214,1176
NM_002347,2,0,925
NM_002348,1,0,2521
NM_002349,1,5,6930
NM_002350,51,25,4158
NM_002351,1,0,2517
NM_002354,12,2,1718
NM_002355,177,128,2566
NM_002356,991,206,4304
NM_002357,24,6,5616
NM_002358,685,161,1436
NM_002359,93,50,5038
NM_002360,109,39,3350
NM_002361,3,3,2431
NM_002364,3,1,1612
NM_002365,5,0,2306
NM_002370,311,31,756
NM_002372,77,41,7114
NM_002373,138,42,10275
NM_002374,4,0,9445
NM_002375,936,215,6327
NM_002376,176,90,3458
NM_002378,102,54,2079
NM_002379,1,1,3830
NM_002380,4,2,4108
NM_002381,4,0,2583
NM_002382,117,81,2040
NM_002383,2170,1197,2551
NM_002384,7,5,2954
NM_002386,19,5,3099
NM_002387,58,30,8223
NM_002388,1191,459,3208
NM_002389,53,27,3393
NM_002390,80,42,4402
NM_002391,202,51,880
NM_002392,260,124,7495
NM_002393,48,52,10077
NM_002394,1446,510,2341
NM_002395,101,17,3517
NM_002396,201,69,4622
NM_002397,15,4,6439
NM_002398,50,19,3181
NM_002399,13,3,3057
NM_002401,114,80,4733
NM_002403,164,26,1101
NM_002405,4,3,2129
NM_002406,337,296,2926
NM_002408,198,142,2711
NM_002409,80,55,5086
NM_002410,115,121,8145
NM_002413,156,28,800
NM_002414,611,45,1237
NM_002415,10138,2547,561
NM_002417,362,121,12495
NM_002419,205,108,3573
NM_002427,2,0,2719
NM_002428,98,33,4437
NM_002429,2,0,3286
