name,chrom,strand,txStart,txEnd,cdsStart,cdsEnd,exonCount,exonStarts,exonEnds,proteinID,length
YOR196C,chrXV,-,715592,716837,715592,716837,1,"715592,","716837,",LIP5,1245
YOR231W,chrXV,+,772600,774127,772600,774127,1,"772600,","774127,",MKK1,1527
YOR208W,chrXV,+,733924,736177,733924,736177,1,"733924,","736177,",PTP2,2253
YOR222W,chrXV,+,758329,759253,758329,759253,1,"758329,","759253,",ODC2,924
YOR213C,chrXV,-,744534,745281,744534,745281,1,"744534,","745281,",SAS5,747
YOR174W,chrXV,+,658746,659601,658746,659601,1,"658746,","659601,",MED4,855
YOR193W,chrXV,+,710445,711576,710445,711576,1,"710445,","711576,",PEX27,1131
YOR183W,chrXV,+,678871,679261,678871,679261,1,"678871,","679261,",FYV12,390
YOR184W,chrXV,+,679356,680544,679356,680544,1,"679356,","680544,",SER1,1188
YOR203W,chrXV,+,722564,722918,722564,722918,1,"722564,","722918,",YOR203W,354
YOR235W,chrXV,+,779869,780184,779869,780184,1,"779869,","780184,",IRC13,315
YOR236W,chrXV,+,780905,781541,780905,781541,1,"780905,","781541,",DFR1,636
YOR227W,chrXV,+,762824,766565,762824,766565,1,"762824,","766565,",HER1,3741
YOR178C,chrXV,-,667859,670241,667859,670241,1,"667859,","670241,",GAC1,2382
YOR187W,chrXV,+,684029,685343,684029,685343,1,"684029,","685343,",TUF1,1314
YOR197W,chrXV,+,717085,718384,717085,718384,1,"717085,","718384,",MCA1,1299
YOR209C,chrXV,-,736436,737726,736436,737726,1,"736436,","737726,",NPT1,1290
YOR207C,chrXV,-,730007,733457,730007,733457,1,"730007,","733457,",RET1,3450
YOR217W,chrXV,+,749300,751886,749300,751886,1,"749300,","751886,",RFC1,2586
YOR200W,chrXV,+,720416,720815,720416,720815,1,"720416,","720815,",YOR200W,399
YOR190W,chrXV,+,690694,692032,690694,692032,1,"690694,","692032,",SPR1,1338
YOR199W,chrXV,+,720180,720510,720180,720510,1,"720180,","720510,",YOR199W,330
YOR204W,chrXV,+,722910,724725,722910,724725,1,"722910,","724725,",DED1,1815
YOR219C,chrXV,-,752213,755009,752213,755009,1,"752213,","755009,",STE13,2796
YOR234C,chrXV,-,778554,779405,778554,779405,2,"778554,779386,","778859,779405,",RPL33B,324
YOR192C,chrXV,-,698767,700567,698767,700567,1,"698767,","700567,",THI72,1800
YOR223W,chrXV,+,759781,760660,759781,760660,1,"759781,","760660,",DSC3,879
YOR212W,chrXV,+,742909,744181,742909,744181,1,"742909,","744181,",STE4,1272
YOR228C,chrXV,-,766868,767777,766868,767777,1,"766868,","767777,",MCP1,909
YOR179C,chrXV,-,671844,672411,671844,672411,1,"671844,","672411,",SYC1,567
YOR176W,chrXV,+,662400,663582,662400,663582,1,"662400,","663582,",HEM15,1182
YOR182C,chrXV,-,678190,678793,678190,678793,2,"678190,678790,","678379,678793,",RPS30B,192
YOR194C,chrXV,-,711682,712543,711682,712543,1,"711682,","712543,",TOA1,861
YOR192C-C,chrXV,-,703987,704224,703987,704224,1,"703987,","704224,",YOR192C-C,237
YOR192C-B,chrXV,-,704418,709732,704418,709732,2,"704418,708439,","708438,709732,",YOR192C-B_CDS,5313
YOR192C-A,chrXV,-,708415,709732,708415,709732,1,"708415,","709732,",YOR192C-A_CDS,1317
YOR189W,chrXV,+,689623,689974,689623,689974,1,"689623,","689974,",IES4,351
YOR216C,chrXV,-,747524,748979,747524,748979,1,"747524,","748979,",RUD3,1455
YOR201C,chrXV,-,720469,721708,720469,721708,1,"720469,","721708,",MRM1,1239
YOR230W,chrXV,+,770799,772113,770799,772113,1,"770799,","772113,",WTM1,1314
YOR224C,chrXV,-,760824,761265,760824,761265,1,"760824,","761265,",RPB8,441
YOR186C-A,chrXV,-,683328,683538,683328,683538,1,"683328,","683538,",YOR186C-A,210
YOR191W,chrXV,+,692474,697334,692474,697334,1,"692474,","697334,",ULS1,4860
YOR186W,chrXV,+,683110,683545,683110,683545,1,"683110,","683545,",YOR186W,435
YOR238W,chrXV,+,783676,784588,783676,784588,1,"783676,","784588,",YOR238W,912
YOR233W,chrXV,+,775845,778248,775845,778248,1,"775845,","778248,",KIN4,2403
YOR220W,chrXV,+,755327,756125,755327,756125,1,"755327,","756125,",RCN2,798
YOR229W,chrXV,+,768408,769812,768408,769812,1,"768408,","769812,",WTM2,1404
YOR211C,chrXV,-,738923,741569,738923,741569,1,"738923,","741569,",MGM1,2646
YOR173W,chrXV,+,657263,658325,657263,658325,1,"657263,","658325,",DCS2,1062
YOR214C,chrXV,-,745592,746303,745592,746303,1,"745592,","746303,",SPR2,711
YOR195W,chrXV,+,712865,715331,712865,715331,1,"712865,","715331,",SLK19,2466
YOR237W,chrXV,+,781993,783298,781993,783298,1,"781993,","783298,",HES1,1305
YOR181W,chrXV,+,675938,677840,675938,677840,1,"675938,","677840,",LAS17,1902
YOR188W,chrXV,+,685766,689180,685766,689180,1,"685766,","689180,",MSB1,3414
YOR205C,chrXV,-,725563,727234,725563,727234,1,"725563,","727234,",GEP3,1671
YOR231C-A,chrXV,-,773162,773363,773162,773363,1,"773162,","773363,",YOR231C-A,201
YOR218C,chrXV,-,751475,751895,751475,751895,1,"751475,","751895,",YOR218C,420
YOR177C,chrXV,-,665784,667179,665784,667179,1,"665784,","667179,",MPC54,1395
YOR243C,chrXV,-,790210,792241,790210,792241,1,"790210,","792241,",PUS7,2031
YOR305W,chrXV,+,889021,889750,889021,889750,1,"889021,","889750,",RRG7,729
YOR244W,chrXV,+,792530,793868,792530,793868,1,"792530,","793868,",ESA1,1338
YOR309C,chrXV,-,896697,897078,896697,897078,1,"896697,","897078,",YOR309C,381
YOR262W,chrXV,+,817291,818335,817291,818335,1,"817291,","818335,",GPN2,1044
YOR300W,chrXV,+,880574,880883,880574,880883,1,"880574,","880883,",YOR300W,309
YOR284W,chrXV,+,848477,849209,848477,849209,1,"848477,","849209,",HUA2,732
YOR273C,chrXV,-,834451,836431,834451,836431,1,"834451,","836431,",TPO4,1980
YOR272W,chrXV,+,832812,834195,832812,834195,1,"832812,","834195,",YTM1,1383
YOR318C,chrXV,-,911783,912436,911783,912436,2,"911783,912432,","912085,912436,",YOR318C,306
YOR306C,chrXV,-,889866,891432,889866,891432,1,"889866,","891432,",MCH5,1566
YOR269W,chrXV,+,826384,827869,826384,827869,1,"826384,","827869,",PAC1,1485
YOR256C,chrXV,-,808253,810683,808253,810683,1,"808253,","810683,",TRE2,2430
YOR258W,chrXV,+,811670,812324,811670,812324,1,"811670,","812324,",HNT3,654
YOR274W,chrXV,+,837673,838960,837673,838960,1,"837673,","838960,",MOD5,1287
YOR313C,chrXV,-,901857,902874,901857,902874,1,"901857,","902874,",SPS4,1017
YOR304W,chrXV,+,884513,887876,884513,887876,1,"884513,","887876,",ISW2,3363
YOR253W,chrXV,+,804376,804907,804376,804907,1,"804376,","804907,",NAT5,531
YOR296W,chrXV,+,870201,874071,870201,874071,1,"870201,","874071,",YOR296W,3870
YOR314W,chrXV,+,903042,903372,903042,903372,1,"903042,","903372,",YOR314W,330
YOR304C-A,chrXV,-,888519,888750,888519,888750,1,"888519,","888750,",BIL1,231
YOR263C,chrXV,-,818756,819164,818756,819164,1,"818756,","819164,",YOR263C,408
YOR252W,chrXV,+,803666,804203,803666,804203,1,"803666,","804203,",TMA16,537
YOR268C,chrXV,-,825533,825932,825533,825932,1,"825533,","825932,",YOR268C,399
YOR270C,chrXV,-,828051,830574,828051,830574,1,"828051,","830574,",VPH1,2523
YOR281C,chrXV,-,846268,847129,846268,847129,1,"846268,","847129,",PLP2,861
YOR254C,chrXV,-,805031,807023,805031,807023,1,"805031,","807023,",SEC63,1992
YOR312C,chrXV,-,900249,901194,900249,901194,2,"900249,901193,","900767,901194,",RPL20B,519
YOR320C,chrXV,-,913618,915094,913618,915094,1,"913618,","915094,",GNT1,1476
YOR295W,chrXV,+,869207,869894,869207,869894,1,"869207,","869894,",UAF30,687
YOR278W,chrXV,+,842816,843644,842816,843644,1,"842816,","843644,",HEM4,828
YOR289W,chrXV,+,853356,854112,853356,854112,1,"853356,","854112,",YOR289W,756
YOR245C,chrXV,-,794075,795332,794075,795332,1,"794075,","795332,",DGA1,1257
YOR277C,chrXV,-,841514,841823,841514,841823,1,"841514,","841823,",YOR277C,309
YOR267C,chrXV,-,822587,824867,822587,824867,1,"822587,","824867,",HRK1,2280
YOR251C,chrXV,-,802549,803464,802549,803464,1,"802549,","803464,",TUM1,915
YOR314W-A,chrXV,+,904457,904568,904457,904568,1,"904457,","904568,",YOR314W-A,111
YOR293C-A,chrXV,-,867997,868147,867997,868147,1,"867997,","868147,",YOR293C-A,150
YOR291W,chrXV,+,861174,865593,861174,865593,1,"861174,","865593,",YPK9,4419
YOR310C,chrXV,-,896824,898360,896824,898360,1,"896824,","898360,",NOP58,1536
YOR285W,chrXV,+,849634,850054,849634,850054,1,"849634,","850054,",RDL1,420
YOR250C,chrXV,-,800969,802307,800969,802307,1,"800969,","802307,",CLP1,1338
YOR292C,chrXV,-,865652,866582,865652,866582,1,"865652,","866582,",YOR292C,930
YOR307C,chrXV,-,892730,894092,892730,894092,1,"892730,","894092,",SLY41,1362
YOR279C,chrXV,-,843697,844630,843697,844630,1,"843697,","844630,",RFM1,933
YOR255W,chrXV,+,807270,808107,807270,808107,1,"807270,","808107,",OSW1,837
YOR241W,chrXV,+,786994,788641,786994,788641,1,"786994,","788641,",MET7,1647
YOR282W,chrXV,+,846999,847320,846999,847320,1,"846999,","847320,",YOR282W,321
YOR315W,chrXV,+,904759,905800,904759,905800,1,"904759,","905800,",SFG1,1041
YOR316C-A,chrXV,-,907725,907935,907725,907935,1,"907725,","907935,",YOR316C-A,210
YOR319W,chrXV,+,912821,913463,912821,913463,1,"912821,","913463,",HSH49,642
YOR246C,chrXV,-,795800,796793,795800,796793,1,"795800,","796793,",ENV9,993
YOR303W,chrXV,+,882898,884134,882898,884134,1,"882898,","884134,",CPA1,1236
YOR311C,chrXV,-,899055,899928,899055,899928,1,"899055,","899928,",DGK1,873
YOR308C,chrXV,-,894623,896387,894623,896387,1,"894623,","896387,",SNU66,1764
YOR290C,chrXV,-,855146,860258,855146,860258,1,"855146,","860258,",SNF2,5112
YOR260W,chrXV,+,813983,815720,813983,815720,1,"813983,","815720,",GCD1,1737
YOR316C,chrXV,-,906235,907555,906235,907555,1,"906235,","907555,",COT1,1320
YOR271C,chrXV,-,831058,832042,831058,832042,1,"831058,","832042,",FSF1,984
YOR299W,chrXV,+,878434,880675,878434,880675,1,"878434,","880675,",BUD7,2241
YOR249C,chrXV,-,798673,800731,798673,800731,1,"798673,","800731,",APC5,2058
YOR301W,chrXV,+,880964,882272,880964,882272,1,"880964,","882272,",RAX1,1308
YOR276W,chrXV,+,841332,841818,841332,841818,1,"841332,","841818,",CAF20,486
YOR264W,chrXV,+,818865,820158,818865,820158,1,"818865,","820158,",DSE3,1293
YOR294W,chrXV,+,868339,868951,868339,868951,1,"868339,","868951,",RRS1,612
YOR302W,chrXV,+,882764,882842,882764,882842,1,"882764,","882842,",YOR302W,78
YOR242C,chrXV,-,788741,789857,788741,789857,1,"788741,","789857,",SSP2,1116
YOR275C,chrXV,-,839083,841069,839083,841069,1,"839083,","841069,",RIM20,1986
YOR248W,chrXV,+,798012,798315,798012,798315,1,"798012,","798315,",YOR248W,303
YOR293W,chrXV,+,867097,867852,867097,867852,2,"867097,867586,","867149,867852,",RPS10A,318
YOR283W,chrXV,+,847452,848145,847452,848145,1,"847452,","848145,",YOR283W,693
YOR298W,chrXV,+,875598,877038,875598,877038,1,"875598,","877038,",MUM3,1440
YOR286W,chrXV,+,850279,850729,850279,850729,1,"850279,","850729,",RDL2,450
YOR298C-A,chrXV,-,877229,877685,877229,877685,1,"877229,","877685,",MBF1,456
YOR257W,chrXV,+,811007,811493,811007,811493,1,"811007,","811493,",CDC31,486
YOR247W,chrXV,+,797675,798308,797675,798308,1,"797675,","798308,",SRL1,633
YOR261C,chrXV,-,815914,816931,815914,816931,1,"815914,","816931,",RPN8,1017
YOR265W,chrXV,+,820453,820774,820453,820774,1,"820453,","820774,",RBL2,321
YOR280C,chrXV,-,844991,845792,844991,845792,1,"844991,","845792,",FSH3,801
YOR266W,chrXV,+,821022,822294,821022,822294,1,"821022,","822294,",PNT1,1272
YOR259C,chrXV,-,812394,813708,812394,813708,1,"812394,","813708,",RPT4,1314
YOR297C,chrXV,-,874742,875321,874742,875321,1,"874742,","875321,",TIM18,579
YOR287C,chrXV,-,850936,851839,850936,851839,1,"850936,","851839,",RRP36,903
YOR288C,chrXV,-,852120,853077,852120,853077,1,"852120,","853077,",MPD1,957
YOR317W,chrXV,+,909342,911445,909342,911445,1,"909342,","911445,",FAA1,2103
YOR343W-A,chrXV,+,970577,971894,970577,971894,1,"970577,","971894,",YOR343W-A_CDS,1317
YOR375C,chrXV,-,1041677,1043042,1041677,1043042,1,"1041677,","1043042,",GDH1,1365
YOR348C,chrXV,-,986898,988782,986898,988782,1,"986898,","988782,",PUT4,1884
YOR376W,chrXV,+,1043190,1043559,1043190,1043559,1,"1043190,","1043559,",YOR376W,369
YOR339C,chrXV,-,958361,958832,958361,958832,1,"958361,","958832,",UBC11,471
YOR377W,chrXV,+,1046225,1047803,1046225,1047803,1,"1046225,","1047803,",ATF1,1578
YOR352W,chrXV,+,997212,998244,997212,998244,1,"997212,","998244,",TFB6,1032
YOR359W,chrXV,+,1011188,1012760,1011188,1012760,1,"1011188,","1012760,",VTS1,1572
YOR324C,chrXV,-,923231,925040,923231,925040,1,"923231,","925040,",FRT1,1809
YOR353C,chrXV,-,998452,1000828,998452,1000828,1,"998452,","1000828,",SOG2,2376
YOR363C,chrXV,-,1020221,1023212,1020221,1023212,1,"1020221,","1023212,",PIP2,2991
YOR334W,chrXV,+,944595,946008,944595,946008,1,"944595,","946008,",MRS2,1413
YOR329C,chrXV,-,936730,939349,936730,939349,1,"936730,","939349,",SCD5,2619
YOR358W,chrXV,+,1010160,1010889,1010160,1010889,1,"1010160,","1010889,",HAP5,729
YOR322C,chrXV,-,918605,921062,918605,921062,1,"918605,","921062,",LDB19,2457
YOR341W,chrXV,+,960986,965981,960986,965981,1,"960986,","965981,",RPA190,4995
YOR354C,chrXV,-,1001146,1003225,1001146,1003225,1,"1001146,","1003225,",MSC6,2079
YOR323C,chrXV,-,921534,922905,921534,922905,1,"921534,","922905,",PRO2,1371
YOR362C,chrXV,-,1017879,1018746,1017879,1018746,1,"1017879,","1018746,",PRE10,867
YOR349W,chrXV,+,989788,992833,989788,992833,1,"989788,","992833,",CIN1,3045
YOR372C,chrXV,-,1034806,1036471,1034806,1036471,1,"1034806,","1036471,",NDD1,1665
YOR335C,chrXV,-,946232,949109,946232,949109,1,"946232,","949109,",ALA1,2877
YOR376W-A,chrXV,+,1045195,1045351,1045195,1045351,1,"1045195,","1045351,",YOR376W-A,156
YOR360C,chrXV,-,1013240,1014821,1013240,1014821,1,"1013240,","1014821,",PDE2,1581
YOR328W,chrXV,+,931802,936497,931802,936497,1,"931802,","936497,",PDR10,4695
YOR345C,chrXV,-,981811,982162,981811,982162,1,"981811,","982162,",YOR345C,351
YOR346W,chrXV,+,981827,984785,981827,984785,1,"981827,","984785,",REV1,2958
YOR351C,chrXV,-,995017,996511,995017,996511,1,"995017,","996511,",MEK1,1494
YOR325W,chrXV,+,924576,925050,924576,925050,1,"924576,","925050,",YOR325W,474
YOR332W,chrXV,+,943655,944357,943655,944357,1,"943655,","944357,",VMA4,702
YOR369C,chrXV,-,1028193,1028625,1028193,1028625,1,"1028193,","1028625,",RPS12,432
YOR355W,chrXV,+,1005136,1006705,1005136,1006705,1,"1005136,","1006705,",GDS1,1569
YOR340C,chrXV,-,959201,960182,959201,960182,1,"959201,","960182,",RPA43,981
YOR342C,chrXV,-,966665,967625,966665,967625,1,"966665,","967625,",YOR342C,960
YOR361C,chrXV,-,1015360,1017652,1015360,1017652,1,"1015360,","1017652,",PRT1,2292
YOR366W,chrXV,+,1025255,1025609,1025255,1025609,1,"1025255,","1025609,",YOR366W,354
YOR373W,chrXV,+,1036833,1039389,1036833,1039389,1,"1036833,","1039389,",NUD1,2556
YOR374W,chrXV,+,1039839,1041399,1039839,1041399,1,"1039839,","1041399,",ALD4,1560
YOR327C,chrXV,-,930733,931081,930733,931081,1,"930733,","931081,",SNC2,348
YOR356W,chrXV,+,1007220,1009116,1007220,1009116,1,"1007220,","1009116,",CIR2,1896
YOR344C,chrXV,-,977193,978069,977193,978069,1,"977193,","978069,",TYE7,876
YOR338W,chrXV,+,956897,957989,956897,957989,1,"956897,","957989,",YOR338W,1092
YOR350C,chrXV,-,992863,994855,992863,994855,1,"992863,","994855,",MNE1,1992
YOR336W,chrXV,+,949772,953870,949772,953870,1,"949772,","953870,",KRE5,4098
YOR326W,chrXV,+,925720,930445,925720,930445,1,"925720,","930445,",MYO2,4725
YOR368W,chrXV,+,1026842,1028048,1026842,1028048,1,"1026842,","1028048,",RAD17,1206
YOR330C,chrXV,-,939620,943385,939620,943385,1,"939620,","943385,",MIP1,3765
YOR364W,chrXV,+,1023370,1023739,1023370,1023739,1,"1023370,","1023739,",YOR364W,369
YOR333C,chrXV,-,944540,944957,944540,944957,1,"944540,","944957,",YOR333C,417
YOR343C,chrXV,-,968147,968474,968147,968474,1,"968147,","968474,",YOR343C,327
YOR347C,chrXV,-,984941,986462,984941,986462,1,"984941,","986462,",PYK2,1521
YOR370C,chrXV,-,1029182,1030994,1029182,1030994,1,"1029182,","1030994,",MRS6,1812
YOR335W-A,chrXV,+,946567,946648,946567,946648,1,"946567,","946648,",YOR335W-A,81
YOR357C,chrXV,-,1009223,1009712,1009223,1009712,1,"1009223,","1009712,",SNX3,489
YOR331C,chrXV,-,943564,944122,943564,944122,1,"943564,","944122,",YOR331C,558
YOR337W,chrXV,+,954343,956623,954343,956623,1,"954343,","956623,",TEA1,2280
YOR329W-A,chrXV,+,939347,939557,939347,939557,1,"939347,","939557,",YOR329W-A,210
YOR365C,chrXV,-,1023460,1025572,1023460,1025572,1,"1023460,","1025572,",YOR365C,2112
YOR371C,chrXV,-,1031488,1034182,1031488,1034182,1,"1031488,","1034182,",GPB1,2694
YOR367W,chrXV,+,1026006,1026609,1026006,1026609,1,"1026006,","1026609,",SCP1,603
YOR343W-B,chrXV,+,970577,975891,970577,975891,2,"970577,971872,","971871,975891,",YOR343W-B_CDS,5313
YOR389W,chrXV,+,1074212,1076087,1074212,1076087,1,"1074212,","1076087,",YOR389W,1875
YOR381W-A,chrXV,+,1058422,1058590,1058422,1058590,1,"1058422,","1058590,",YOR381W-A,168
YOR391C,chrXV,-,1078544,1079258,1078544,1079258,1,"1078544,","1079258,",HSP33,714
YOR382W,chrXV,+,1059530,1059992,1059530,1059992,1,"1059530,","1059992,",FIT2,462
YOR396W,chrXV,+,1085472,1090863,1085472,1090863,1,"1085472,","1090863,",YRF1-8,5391
YOR381W,chrXV,+,1055544,1057680,1055544,1057680,1,"1055544,","1057680,",FRE3,2136
YOR386W,chrXV,+,1066838,1068536,1066838,1068536,1,"1066838,","1068536,",PHR1,1698
YOR392W,chrXV,+,1079281,1079725,1079281,1079725,1,"1079281,","1079725,",YOR392W,444
YOR388C,chrXV,-,1071792,1072923,1071792,1072923,1,"1071792,","1072923,",FDH1,1131
YOR385W,chrXV,+,1065042,1065915,1065042,1065915,1,"1065042,","1065915,",YOR385W,873
YOR379C,chrXV,-,1050725,1051064,1050725,1051064,1,"1050725,","1051064,",YOR379C,339
YOR393W,chrXV,+,1080275,1081589,1080275,1081589,1,"1080275,","1081589,",ERR1,1314
YOR380W,chrXV,+,1051289,1052930,1051289,1052930,1,"1051289,","1052930,",RDR1,1641
YOR396C-A,chrXV,-,1090014,1090497,1090014,1090497,1,"1090014,","1090497,",YOR396C-A,483
YOR394W,chrXV,+,1082717,1083212,1082717,1083212,1,"1082717,","1083212,",PAU21,495
YOR384W,chrXV,+,1061563,1063648,1061563,1063648,1,"1061563,","1063648,",FRE5,2085
YOR383C,chrXV,-,1060440,1061055,1060440,1061055,1,"1060440,","1061055,",FIT3,615
YOR394C-A,chrXV,-,1084201,1084369,1084201,1084369,1,"1084201,","1084369,",YOR394C-A,168
YOR390W,chrXV,+,1076783,1077911,1076783,1077911,1,"1076783,","1077911,",FEX1,1128
YOR378W,chrXV,+,1049510,1051058,1049510,1051058,1,"1049510,","1051058,",AMF1,1548
YOR387C,chrXV,-,1069620,1070241,1069620,1070241,1,"1069620,","1070241,",YOR387C,621
YCR084C,chrIII,-,260310,262452,260310,262452,1,"260310,","262452,",TUP1,2142
YCR009C,chrIII,-,130744,131542,130744,131542,1,"130744,","131542,",RVS161,798
YCL044C,chrIII,-,47110,48364,47110,48364,1,"47110,","48364,",MGR1,1254
YCL018W,chrIII,+,91323,92418,91323,92418,1,"91323,","92418,",LEU2,1095
YCL046W,chrIII,+,46639,46963,46639,46963,1,"46639,","46963,",YCL046W,324
YCL050C,chrIII,-,37835,38801,37835,38801,1,"37835,","38801,",APA1,966
YCL066W,chrIII,+,13281,13809,13281,13809,1,"13281,","13809,",HMLALPHA1,528
YCR005C,chrIII,-,120945,122328,120945,122328,1,"120945,","122328,",CIT2,1383
YCL026C-A,chrIII,-,74703,75285,74703,75285,1,"74703,","75285,",FRM2,582
YCL026C-B,chrIII,-,73404,73986,73404,73986,1,"73404,","73986,",HBN1,582
YCL025C,chrIII,-,76017,77919,76017,77919,1,"76017,","77919,",AGP1,1902
YCL039W,chrIII,+,52644,54882,52644,54882,1,"52644,","54882,",GID7,2238
YCL058C,chrIII,-,23522,23981,23522,23981,1,"23522,","23981,",FYV5,459
YCL010C,chrIII,-,103570,104350,103570,104350,1,"103570,","104350,",SGF29,780
YCL019W,chrIII,+,85101,90415,85101,90415,2,"85101,86392,","86391,90415,",YCL019W_CDS,5313
YCL057C-A,chrIII,-,24031,24325,24031,24325,1,"24031,","24325,",MIC10,294
YCL036W,chrIII,+,59025,60726,59025,60726,1,"59025,","60726,",GFD2,1701
YCL048W,chrIII,+,42164,43556,42164,43556,1,"42164,","43556,",SPS22,1392
YCL005W,chrIII,+,108020,108791,108020,108791,1,"108020,","108791,",LDB16,771
YCL061C,chrIII,-,18815,22106,18815,22106,1,"18815,","22106,",MRC1,3291
YCL051W,chrIII,+,35864,37616,35864,37616,1,"35864,","37616,",LRE1,1752
YCL059C,chrIII,-,22428,23379,22428,23379,1,"22428,","23379,",KRR1,951
YCL011C,chrIII,-,102074,103358,102074,103358,1,"102074,","103358,",GBP2,1284
YCL024W,chrIII,+,79161,82275,79161,82275,1,"79161,","82275,",KCC4,3114
YCL069W,chrIII,+,9705,11082,9705,11082,1,"9705,","11082,",VBA3,1377
YCL064C,chrIII,-,15797,16880,15797,16880,1,"15797,","16880,",CHA1,1083
YCR003W,chrIII,+,118619,119171,118619,119171,1,"118619,","119171,",MRPL32,552
YCL008C,chrIII,-,105695,106853,105695,106853,1,"105695,","106853,",STP22,1158
YCL056C,chrIII,-,26924,27359,26924,27359,1,"26924,","27359,",PEX34,435
YCL040W,chrIII,+,50837,52340,50837,52340,1,"50837,","52340,",GLK1,1503
YCL031C,chrIII,-,64674,65568,64674,65568,1,"64674,","65568,",RRP7,894
YCL023C,chrIII,-,78948,79296,78948,79296,1,"78948,","79296,",YCL023C,348
YCL016C,chrIII,-,94620,95763,94620,95763,1,"94620,","95763,",DCC1,1143
YCL033C,chrIII,-,62775,63282,62775,63282,1,"62775,","63282,",MXR2,507
YCL076W,chrIII,+,1391,2135,1391,2135,1,"1391,","2135,",YCL076W,744
YCL067C,chrIII,-,12385,13018,12385,13018,1,"12385,","13018,",HMLALPHA2,633
YCR002C,chrIII,-,117379,118348,117379,118348,1,"117379,","118348,",CDC10,969
YCL047C,chrIII,-,43660,44437,43660,44437,1,"43660,","44437,",POF1,777
YCL022C,chrIII,-,81569,82085,81569,82085,1,"81569,","82085,",YCL022C,516
YCL030C,chrIII,-,65933,68333,65933,68333,1,"65933,","68333,",HIS4,2400
YCL017C,chrIII,-,92776,94270,92776,94270,1,"92776,","94270,",NFS1,1494
YCL007C,chrIII,-,106973,107366,106973,107366,1,"106973,","107366,",YCL007C,393
YCL045C,chrIII,-,44622,46905,44622,46905,1,"44622,","46905,",EMC1,2283
YCL038C,chrIII,-,54940,56527,54940,56527,1,"54940,","56527,",ATG22,1587
YCL001W-B,chrIII,+,113769,114024,113769,114024,1,"113769,","114024,",YCL001W-B,255
YCL001W-A,chrIII,+,113079,113541,113079,113541,1,"113079,","113541,",YCL001W-A,462
YCL054W,chrIII,+,31448,33974,31448,33974,1,"31448,","33974,",SPB1,2526
YCR001W,chrIII,+,115684,115999,115684,115999,1,"115684,","115999,",YCR001W,315
YCL035C,chrIII,-,60840,61173,60840,61173,1,"60840,","61173,",GRX1,333
YCL042W,chrIII,+,50583,50943,50583,50943,1,"50583,","50943,",YCL042W,360
YCL021W-A,chrIII,+,83619,83997,83619,83997,1,"83619,","83997,",YCL021W-A,378
YCL014W,chrIII,+,96280,101191,96280,101191,1,"96280,","101191,",BUD3,4911
YCL057W,chrIII,+,24767,26906,24767,26906,1,"24767,","26906,",PRD1,2139
YCL002C,chrIII,-,110807,111675,110807,111675,2,"110807,111633,","111557,111675,",YCL002C,792
YCL004W,chrIII,+,109104,110670,109104,110670,1,"109104,","110670,",PGS1,1566
YCL029C,chrIII,-,68598,69921,68598,69921,1,"68598,","69921,",BIK1,1323
YCL055W,chrIII,+,27928,28936,27928,28936,1,"27928,","28936,",KAR4,1008
YCL020W,chrIII,+,85101,86418,85101,86418,1,"85101,","86418,",YCL020W_CDS,1317
YCL041C,chrIII,-,50132,50627,50132,50627,1,"50132,","50627,",YCL041C,495
YCL009C,chrIII,-,104618,105548,104618,105548,1,"104618,","105548,",ILV6,930
YCR008W,chrIII,+,128469,130281,128469,130281,1,"128469,","130281,",SAT4,1812
YCL065W,chrIII,+,13750,14119,13750,14119,1,"13750,","14119,",YCL065W,369
YCR007C,chrIII,-,126010,126730,126010,126730,1,"126010,","126730,",YCR007C,720
YCL049C,chrIII,-,39785,40724,39785,40724,1,"39785,","40724,",YCL049C,939
YCL032W,chrIII,+,63440,64481,63440,64481,1,"63440,","64481,",STE50,1041
YCL001W,chrIII,+,111915,112482,111915,112482,1,"111915,","112482,",RER1,567
YCL028W,chrIII,+,70149,71367,70149,71367,1,"70149,","71367,",RNQ1,1218
YCL052C,chrIII,-,34142,35393,34142,35393,1,"34142,","35393,",PBN1,1251
YCL048W-A,chrIII,+,41487,41727,41487,41727,1,"41487,","41727,",YCL048W-A,240
YCL054W-A,chrIII,+,30909,30996,30909,30996,1,"30909,","30996,",RDT1,87
YCL027W,chrIII,+,71802,73341,71802,73341,1,"71802,","73341,",FUS1,1539
YCL037C,chrIII,-,57373,58678,57373,58678,1,"57373,","58678,",SRO9,1305
YCL012C,chrIII,-,101316,101788,101316,101788,2,"101316,101700,","101633,101788,",YCL012C,405
YCL058W-A,chrIII,+,23583,23925,23583,23925,1,"23583,","23925,",ADF1,342
YCL068C,chrIII,-,11502,12285,11502,12285,1,"11502,","12285,",YCL068C,783
YCR004C,chrIII,-,119574,120318,119574,120318,1,"119574,","120318,",YCP4,744
YCL034W,chrIII,+,61657,62722,61657,62722,1,"61657,","62722,",LSB5,1065
YCR006C,chrIII,-,122529,123003,122529,123003,1,"122529,","123003,",YCR006C,474
YCL043C,chrIII,-,48652,50221,48652,50221,1,"48652,","50221,",PDI1,1569
YCL005W-A,chrIII,+,107022,107417,107022,107417,3,"107022,107110,107287,","107033,107191,107417,",VMA9,222
YCL073C,chrIII,-,6478,8326,6478,8326,1,"6478,","8326,",GEX1,1848
YCL063W,chrIII,+,17289,18561,17289,18561,1,"17289,","18561,",VAC17,1272
